394.33682,2317
394.35385,2268
394.37091,2307
394.38794,2305
394.40497,2300
394.422,2247
394.43903,2278
394.45605,2337
394.47311,2244
394.49014,2294
394.50717,2244
394.5242,2251
394.54123,2238
394.55826,2258
394.57529,2251
394.59232,2369
394.60934,2260
394.62637,2277
394.64343,2314
394.66046,2342
394.67749,2279
394.69452,2283
394.71155,2328
394.72858,2441
394.74561,2576
394.76263,2337
394.77966,2358
394.79666,2310
394.81369,2322
394.83072,2323
394.84775,2434
394.86478,2433
394.88181,2355
394.89883,2269
394.91586,2274
394.93289,2235
394.94992,2313
394.96692,2250
394.98395,2252
395.00098,2286
395.01801,2300
395.03503,2383
395.05206,2244
395.06906,2287
395.08609,2237
395.10312,2274
395.12015,2227
395.13715,2240
395.15417,2328
395.1712,2241
395.18823,2338
395.20523,2287
395.22226,2228
395.23929,2285
395.25629,2271
395.27332,2256
395.29034,2261
395.30734,2215
395.32437,2330
395.3414,2350
395.3584,2499
395.37543,2340
395.39246,2287
395.40945,2317
395.42648,2272
395.44348,2283
395.46051,2486
395.47751,2503
395.49454,2358
395.51154,2292
395.52856,2434
395.54556,2255
395.56259,2256
395.57959,2299
395.59662,2266
395.61362,2318
395.63065,2400
395.64764,2410
395.66467,2313
395.68167,2243
395.6987,2341
395.7157,2285
395.7327,2338
395.74973,2249
395.76672,2373
395.78375,2260
395.80075,2323
395.81775,2297
395.83478,2319
395.85178,2224
395.86877,2238
395.88577,2293
395.9028,2303
395.9198,2404
395.9368,2300
395.95383,2363
395.97083,2431
395.98782,2844
396.00482,2655
396.02185,2418
396.03885,2349
396.05585,2308
396.07285,2313
396.08984,2332
396.10684,2357
396.12387,2467
396.14087,2445
396.15787,2447
396.17487,2313
396.19186,2374
396.20886,2248
396.22586,2287
396.24286,2249
396.25989,2334
396.27689,2283
396.29388,2337
396.31088,2293
396.32788,2438
396.34488,2286
396.36188,2226
396.37888,2311
396.39587,2327
396.41287,2301
396.42987,2177
396.44687,2268
396.46387,2190
396.48087,2173
396.49783,2232
396.51483,2299
396.53183,2222
396.54883,2216
396.56583,2300
396.58282,2321
396.59982,2330
396.61682,2490
396.63382,2379
396.65079,2308
396.66779,2260
396.68478,2245
396.70178,2271
396.71878,2273
396.73575,2295
396.75275,2367
396.76974,2236
396.78674,2293
396.80371,2332
396.82071,2196
396.83771,2269
396.85471,2245
396.87167,2386
396.88867,2303
396.90567,2617
396.92264,2806
396.93964,2375
396.95663,2460
396.9736,2376
396.9906,2404
397.0076,2324
397.02457,2321
397.04156,2269
397.05853,2258
397.07553,2271
397.0925,2308
397.1095,2251
397.1265,2273
397.14346,2214
397.16046,2249
397.17743,2271
397.19443,2476
397.2114,2475
397.22839,2341
397.24536,2260
397.26236,2234
397.27933,2254
397.2963,2215
397.31329,2304
397.33026,2234
397.34726,2199
397.36423,2241
397.3812,2222
397.39819,2286
397.41516,2341
397.43216,2230
397.44913,2227
397.46609,2110
397.48309,2213
397.50006,2186
397.51703,2216
397.534,2272
397.55099,2209
397.56796,2415
397.58493,2443
397.6019,2558
397.6189,2272
397.63586,2200
397.65283,2275
397.6698,2206
397.6868,2221
397.70377,2226
397.72073,2162
397.7377,2248
397.75467,2205
397.77164,2201
397.7886,2180
397.8056,2267
397.82257,2178
397.83954,2196
397.85651,2257
397.87347,2328
397.89044,2216
397.90741,2434
397.92438,2398
397.94135,2261
397.95831,2350
397.97528,2466
397.99225,2388
398.00922,2327
398.02618,2215
398.04315,2202
398.06012,2333
398.07709,2277
398.09406,2198
398.11102,2351
398.12799,2482
398.14496,2278
398.16193,2163
398.17889,2202
398.19583,2158
398.2128,2231
398.22977,2116
398.24673,2204
398.2637,2226
398.28067,2290
398.29761,2224
398.31458,2186
398.33154,2136
398.34851,2166
398.36548,2175
398.38242,2191
398.39938,2280
398.41635,2203
398.43332,2171
398.45026,2187
398.46722,2302
398.48419,2469
398.50113,2370
398.5181,2227
398.53506,2386
398.552,2291
398.56897,2251
398.58594,2355
398.60287,2261
398.61984,2213
398.63678,2191
398.65375,2098
398.67072,2197
398.68765,2208
398.70462,2160
398.72156,2158
398.73853,2283
398.75546,2366
398.77243,2221
398.78937,2207
398.80634,2176
398.82327,2225
398.84024,2328
398.85718,2535
398.87415,2256
398.89108,2142
398.90802,2214
398.92499,2336
398.94193,2258
398.95889,2404
398.97583,2262
398.99277,2130
399.00974,2297
399.02667,2121
399.04361,2119
399.06058,2166
399.07751,2339
399.09445,2281
399.11142,2136
399.12836,2134
399.14529,2174
399.16223,2209
399.1792,2210
399.19614,2153
399.21307,2086
399.23001,2163
399.24698,2166
399.26392,2132
399.28085,2154
399.29779,2107
399.31473,2131
399.33167,2196
399.34863,2178
399.36557,2112
399.38251,2159
399.39944,2147
399.41638,2180
399.43332,2202
399.45026,2218
399.46719,2240
399.48413,2204
399.50107,2179
399.51801,2328
399.53494,2337
399.55188,2314
399.56882,2198
399.58575,2187
399.60269,2250
399.61963,2229
399.63657,2151
399.6535,2103
399.67044,2122
399.68738,2130
399.70432,2136
399.72125,2100
399.73819,2052
399.75513,2128
399.77203,2247
399.78897,2133
399.80591,2198
399.82285,2087
399.83978,2132
399.85672,2147
399.87363,2161
399.89056,2183
399.9075,2125
399.92444,2172
399.94135,2221
399.95828,2110
399.97522,2145
399.99216,2165
400.00906,2104
400.026,1994
