394.33682,2356
394.35385,2288
394.37091,2262
394.38794,2305
394.40497,2314
394.422,2297
394.43903,2242
394.45605,2326
394.47311,2265
394.49014,2331
394.50717,2248
394.5242,2257
394.54123,2267
394.55826,2306
394.57529,2257
394.59232,2339
394.60934,2273
394.62637,2229
394.64343,2304
394.66046,2361
394.67749,2276
394.69452,2250
394.71155,2261
394.72858,2207
394.74561,2460
394.76263,2337
394.77966,2453
394.79666,2384
394.81369,2313
394.83072,2256
394.84775,2231
394.86478,2333
394.88181,2324
394.89883,2268
394.91586,2274
394.93289,2186
394.94992,2286
394.96692,2240
394.98395,2236
395.00098,2277
395.01801,2303
395.03503,2399
395.05206,2257
395.06906,2287
395.08609,2272
395.10312,2296
395.12015,2295
395.13715,2282
395.15417,2377
395.1712,2330
395.18823,2601
395.20523,2457
395.22226,2341
395.23929,2364
395.25629,2434
395.27332,2659
395.29034,2747
395.30734,2505
395.32437,2667
395.3414,2702
395.3584,2479
395.37543,2461
395.39246,2394
395.40945,2564
395.42648,2415
395.44348,2542
395.46051,3112
395.47751,2702
395.49454,2431
395.51154,2332
395.52856,2391
395.54556,2287
395.56259,2299
395.57959,2425
395.59662,2381
395.61362,2341
395.63065,2349
395.64764,2315
395.66467,2211
395.68167,2221
395.6987,2336
395.7157,2282
395.7327,2336
395.74973,2218
395.76672,2340
395.78375,2249
395.80075,2296
395.81775,2270
395.83478,2300
395.85178,2234
395.86877,2246
395.88577,2275
395.9028,2277
395.9198,2335
395.9368,2227
395.95383,2277
395.97083,2217
395.98782,2209
396.00482,2313
396.02185,2355
396.03885,2279
396.05585,2284
396.07285,2216
396.08984,2268
396.10684,2264
396.12387,2239
396.14087,2207
396.15787,2306
396.17487,2244
396.19186,2312
396.20886,2238
396.22586,2253
396.24286,2248
396.25989,2354
396.27689,2281
396.29388,2277
396.31088,2341
396.32788,2433
396.34488,2277
396.36188,2198
396.37888,2360
396.39587,2289
396.41287,2270
396.42987,2211
396.44687,2302
396.46387,2304
396.48087,2437
396.49783,2318
396.51483,2461
396.53183,2558
396.54883,2312
396.56583,2309
396.58282,2272
396.59982,2262
396.61682,2321
396.63382,2192
396.65079,2243
396.66779,2225
396.68478,2261
396.70178,2303
396.71878,2332
396.73575,2326
396.75275,2315
396.76974,2229
396.78674,2314
396.80371,2607
396.82071,2371
396.83771,2256
396.85471,2208
396.87167,2368
396.88867,2202
396.90567,2293
396.92264,2248
396.93964,2196
396.95663,2334
396.9736,2280
396.9906,2364
397.0076,2323
397.02457,2308
397.04156,2219
397.05853,2222
397.07553,2290
397.0925,2305
397.1095,2259
397.1265,2248
397.14346,2212
397.16046,2236
397.17743,2251
397.19443,2375
397.2114,2247
397.22839,2200
397.24536,2222
397.26236,2199
397.27933,2299
397.2963,2201
397.31329,2252
397.33026,2244
397.34726,2189
397.36423,2203
397.3812,2225
397.39819,2181
397.41516,2186
397.43216,2186
397.44913,2222
397.46609,2107
397.48309,2181
397.50006,2184
397.51703,2190
397.534,2260
397.55099,2223
397.56796,2343
397.58493,2309
397.6019,2233
397.6189,2170
397.63586,2116
397.65283,2190
397.6698,2176
397.6868,2211
397.70377,2193
397.72073,2155
397.7377,2233
397.75467,2208
397.77164,2189
397.7886,2179
397.8056,2251
397.82257,2147
397.83954,2208
397.85651,2238
397.87347,2314
397.89044,2173
397.90741,2461
397.92438,2373
397.94135,2243
397.95831,2481
397.97528,2357
397.99225,2169
398.00922,2258
398.02618,2156
398.04315,2198
398.06012,2301
398.07709,2197
398.09406,2183
398.11102,2193
398.12799,2133
398.14496,2199
398.16193,2180
398.17889,2257
398.19583,2427
398.2128,2347
398.22977,2205
398.24673,2196
398.2637,2168
398.28067,2272
398.29761,2240
398.31458,2188
398.33154,2182
398.34851,2190
398.36548,2223
398.38242,2206
398.39938,2260
398.41635,2190
398.43332,2154
398.45026,2184
398.46722,2284
398.48419,2465
398.50113,2584
398.5181,2330
398.53506,2574
398.552,2994
398.56897,2682
398.58594,2332
398.60287,2272
398.61984,2227
398.63678,2163
398.65375,2145
398.67072,2197
398.68765,2235
398.70462,2236
398.72156,2332
398.73853,2654
398.75546,2296
398.77243,2276
398.78937,2234
